index,user_id,comment,label_AB,label_AC,label_BC
46,eyemgh,"
$270,000 vs. free. That’s a CMU education or a UMD education and $3,000,000 when he turns 58. That’s the true difference when you consider the opportunity cost of the money ($270,000 at 6% annually for 40 years). Alternatively, it’s $1,500,000 at age 48. It would be a nice bridge between an early retirement and his fully funded 401k at 59.5.
He might get a slightly better experience at CMU, maybe even a superior experience. What he won’t get though is an experience that’s even remotely close to $270,000 more valuable financially. You all have to decide if you are flush enough to provide that as a gift simply based on the experience.
It’s unfortunately too late for this option now for you, but we had a plan for just this case. Not believing ANY undergraduate degree from ANY school is worth a quarter of a million dollars, we simply told our son that any program that netted out over $200k was off the table. The only schools he applied to, in addition to meeting all the requirements that he wanted out of a school, were schools that had reputations of granting good merit aid to high stats students.
Tough choice, but the financial implications are real.

",3,2,2
47,katliamom,"
Agree with above: CMU &gt; Cal… but free UMD totally trumps CMU.
The fact is, he’ll take pretty much the same classes at UMD and be competitive for many of the same internships as CMU. And a year or two after graduation most employers won’t care where he went to school, but rather what he accomplished at his last job.
You can sweeten the idea of UMD by promising your son a great trip to Europe. (Even after paying for it, you’ll have saved a fortune over CMU.)

",2,2,2
47,katliamom,"
Agree with above: CMU &gt; Cal… but free UMD totally trumps CMU.
The fact is, he’ll take pretty much the same classes at UMD and be competitive for many of the same internships as CMU. And a year or two after graduation most employers won’t care where he went to school, but rather what he accomplished at his last job.
You can sweeten the idea of UMD by promising your son a great trip to Europe. (Even after paying for it, you’ll have saved a fortune over CMU.)

",2,2,2
47,katliamom,"
Agree with above: CMU &gt; Cal… but free UMD totally trumps CMU.
The fact is, he’ll take pretty much the same classes at UMD and be competitive for many of the same internships as CMU. And a year or two after graduation most employers won’t care where he went to school, but rather what he accomplished at his last job.
You can sweeten the idea of UMD by promising your son a great trip to Europe. (Even after paying for it, you’ll have saved a fortune over CMU.)

",2,2,2
48,sevmom,"
UMD is ABET accredited and I’m sure recruiting is good there. That is what is very important at the undergraduate level in engineering.    UMD is a well respected school. There will be very many motivated,  top students there in the engineering program. The family needs to decide for themselves though  if the sustantial cost  is worth it to go elsewhere.

",0,0,0
48,sevmom,"
UMD is ABET accredited and I’m sure recruiting is good there. That is what is very important at the undergraduate level in engineering.    UMD is a well respected school. There will be very many motivated,  top students there in the engineering program. The family needs to decide for themselves though  if the sustantial cost  is worth it to go elsewhere.

",0,0,0
48,sevmom,"
UMD is ABET accredited and I’m sure recruiting is good there. That is what is very important at the undergraduate level in engineering.    UMD is a well respected school. There will be very many motivated,  top students there in the engineering program. The family needs to decide for themselves though  if the sustantial cost  is worth it to go elsewhere.

",0,2,2
49,ucbalumnus,"
Perhaps the student can make an account here and ask on his own (and read the cost arguments directly instead of second hand)?

",0,0,0
49,ucbalumnus,"
Perhaps the student can make an account here and ask on his own (and read the cost arguments directly instead of second hand)?

",0,0,0
49,ucbalumnus,"
Perhaps the student can make an account here and ask on his own (and read the cost arguments directly instead of second hand)?

",0,0,0
51,ucbalumnus,"
Another reason to keep costs down: a student who does not have immediate financial pressure is not forced into making career and life choices based on short term financial concerns, but instead can choose to prioritize longer term career development. See the posts below:
https://talk.collegeconfidential.com/discussion/comment/21432324/#Comment_21432324

",0,0,0
51,ucbalumnus,"
Another reason to keep costs down: a student who does not have immediate financial pressure is not forced into making career and life choices based on short term financial concerns, but instead can choose to prioritize longer term career development. See the posts below:
https://talk.collegeconfidential.com/discussion/comment/21432324/#Comment_21432324

",0,0,0
51,ucbalumnus,"
Another reason to keep costs down: a student who does not have immediate financial pressure is not forced into making career and life choices based on short term financial concerns, but instead can choose to prioritize longer term career development. See the posts below:
https://talk.collegeconfidential.com/discussion/comment/21432324/#Comment_21432324

",0,0,0
52,BuckeyeMWDSG,"
Are you comfortable co-signing all those loans for him? If something happens to you like a job loss and you are not able to co-sign for him, do you have savings to access to cover the price difference so he can finish?
http://www.finaid.org/calculators/loanpayments.phtml
for $270,000 in loans “it is estimated that you will need an annual salary of at least $372,860.40 to be able to afford to repay this loan” paragraph below results table of calculator
Never mind, see these won’t be loans, lucky him! 

",0,0,0
52,BuckeyeMWDSG,"
Are you comfortable co-signing all those loans for him? If something happens to you like a job loss and you are not able to co-sign for him, do you have savings to access to cover the price difference so he can finish?
http://www.finaid.org/calculators/loanpayments.phtml
for $270,000 in loans “it is estimated that you will need an annual salary of at least $372,860.40 to be able to afford to repay this loan” paragraph below results table of calculator
Never mind, see these won’t be loans, lucky him! 

",0,0,0
52,BuckeyeMWDSG,"
Are you comfortable co-signing all those loans for him? If something happens to you like a job loss and you are not able to co-sign for him, do you have savings to access to cover the price difference so he can finish?
http://www.finaid.org/calculators/loanpayments.phtml
for $270,000 in loans “it is estimated that you will need an annual salary of at least $372,860.40 to be able to afford to repay this loan” paragraph below results table of calculator
Never mind, see these won’t be loans, lucky him! 

",0,0,0
54,suzyQ7,"
Very wise decision. He is now 300K richer! Hopefully you will chip in for some special perks with all that savings.

",0,0,0
54,suzyQ7,"
Very wise decision. He is now 300K richer! Hopefully you will chip in for some special perks with all that savings.

",0,0,0
54,suzyQ7,"
Very wise decision. He is now 300K richer! Hopefully you will chip in for some special perks with all that savings.

",0,0,0
55,learning19,"
@Roark345, Congratulations once again.
Sorry about posting away questions on your thread.


can you please let me know if you filled out a FAFSA form for Banneker Key scholarship?


Does UMD have supplemental essays? D says she could not find it on coalition app or on their website.
Does UMD have any supplemental essays or honors essays?


for one of the scholarships (not Banneker Key), the website says they will consider following “academic achievement, extracurricular activities, awards, honors, and an essay.”
https://admissions.umd.edu/finance/freshman-merit-scholarships


can you please let me know how to find that essay topic for this scholarship?

D wrote her coalition app essay. but we are unsure how to determine the strength of the essay. Any tips how to figure out if it is a strong essay?

",0,0,0
55,learning19,"
@Roark345, Congratulations once again.
Sorry about posting away questions on your thread.


can you please let me know if you filled out a FAFSA form for Banneker Key scholarship?


Does UMD have supplemental essays? D says she could not find it on coalition app or on their website.
Does UMD have any supplemental essays or honors essays?


for one of the scholarships (not Banneker Key), the website says they will consider following “academic achievement, extracurricular activities, awards, honors, and an essay.”
https://admissions.umd.edu/finance/freshman-merit-scholarships


can you please let me know how to find that essay topic for this scholarship?

D wrote her coalition app essay. but we are unsure how to determine the strength of the essay. Any tips how to figure out if it is a strong essay?

",0,3,3
55,learning19,"
@Roark345, Congratulations once again.
Sorry about posting away questions on your thread.


can you please let me know if you filled out a FAFSA form for Banneker Key scholarship?


Does UMD have supplemental essays? D says she could not find it on coalition app or on their website.
Does UMD have any supplemental essays or honors essays?


for one of the scholarships (not Banneker Key), the website says they will consider following “academic achievement, extracurricular activities, awards, honors, and an essay.”
https://admissions.umd.edu/finance/freshman-merit-scholarships


can you please let me know how to find that essay topic for this scholarship?

D wrote her coalition app essay. but we are unsure how to determine the strength of the essay. Any tips how to figure out if it is a strong essay?

",0,0,0
